date,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Load_Type,Usage_kWh
23/03/2018 08:30,69.88,0,0.05,83.02,100,30600,Weekday,Light_Load,104.08
23/03/2018 08:45,73.87,0,0.06,86.15,100,31500,Weekday,Light_Load,125.35
23/03/2018 09:00,46.37,0,0.05,92.11,100,32400,Weekday,Light_Load,109.73
23/03/2018 09:15,65.2,0,0.07,91.84,100,33300,Weekday,Medium_Load,151.31
23/03/2018 09:30,51.3,0,0.06,92.28,100,34200,Weekday,Medium_Load,122.9
23/03/2018 09:45,54.22,0,0.06,91.37,100,35100,Weekday,Medium_Load,121.9
23/03/2018 10:00,52.27,0,0.06,92.44,100,36000,Weekday,Medium_Load,126.65
23/03/2018 10:15,44.14,0,0.05,93.31,100,36900,Weekday,Maximum_Load,114.52
23/03/2018 10:30,33.73,0,0.04,93.94,100,37800,Weekday,Maximum_Load,92.41
23/03/2018 10:45,39.56,0,0.05,93.33,100,38700,Weekday,Maximum_Load,102.82
23/03/2018 11:00,38.95,0,0.04,92.7,100,39600,Weekday,Maximum_Load,96.3
23/03/2018 11:15,56.63,0,0.04,84.51,100,40500,Weekday,Maximum_Load,89.53
23/03/2018 11:30,63.32,0,0.05,87.06,100,41400,Weekday,Maximum_Load,112.07
23/03/2018 11:45,54.43,0,0.04,86.14,100,42300,Weekday,Maximum_Load,92.3
23/03/2018 12:00,82.94,0,0.06,85.84,100,43200,Weekday,Maximum_Load,138.78
23/03/2018 12:15,5.58,19.08,0.01,95.22,67.36,44100,Weekday,Medium_Load,17.39
23/03/2018 12:30,0,25.52,0,100,22.16,45000,Weekday,Medium_Load,5.8
23/03/2018 12:45,0,24.8,0,100,25.68,45900,Weekday,Medium_Load,6.59
23/03/2018 13:00,0,18.94,0,100,27.61,46800,Weekday,Medium_Load,5.44
23/03/2018 13:15,22.1,4.54,0.03,95.4,99.79,47700,Weekday,Maximum_Load,70.34
23/03/2018 13:30,39.31,0,0.04,92.09,100,48600,Weekday,Maximum_Load,92.84
23/03/2018 13:45,40.46,0,0.05,92.9,100,49500,Weekday,Maximum_Load,101.56
23/03/2018 14:00,40.5,0,0.05,92.8,100,50400,Weekday,Maximum_Load,100.91
23/03/2018 14:15,58,0,0.06,90.07,100,51300,Weekday,Maximum_Load,120.24
23/03/2018 14:30,53.78,0,0.06,92.14,100,52200,Weekday,Maximum_Load,127.51
23/03/2018 14:45,30.2,0,0.03,92.94,100,53100,Weekday,Maximum_Load,76.03
23/03/2018 15:00,67.32,0,0.07,90.45,100,54000,Weekday,Maximum_Load,142.78
23/03/2018 15:15,48.64,0,0.05,90.41,100,54900,Weekday,Maximum_Load,102.89
23/03/2018 15:30,41.9,0,0.05,94.06,100,55800,Weekday,Maximum_Load,116.03
23/03/2018 15:45,24.77,0,0.04,96.4,100,56700,Weekday,Maximum_Load,89.78
23/03/2018 16:00,30.64,0,0.05,95.82,100,57600,Weekday,Maximum_Load,102.56
23/03/2018 16:15,49.25,0,0.06,93.83,100,58500,Weekday,Maximum_Load,133.63
23/03/2018 16:30,20.63,0,0.03,94.86,100,59400,Weekday,Maximum_Load,61.85
23/03/2018 16:45,40.46,0,0.04,92.12,100,60300,Weekday,Maximum_Load,95.8
23/03/2018 17:00,41.04,0,0.06,95.16,100,61200,Weekday,Maximum_Load,127.01
23/03/2018 17:15,34.52,0,0.05,94.46,100,62100,Weekday,Medium_Load,99.36
23/03/2018 17:30,21.42,0.07,0.04,96.74,100,63000,Weekday,Medium_Load,81.83
23/03/2018 17:45,0,7.67,0.01,100,97.36,63900,Weekday,Medium_Load,32.69
23/03/2018 18:00,0,7.96,0.01,100,97.12,64800,Weekday,Medium_Load,32.44
23/03/2018 18:15,31.46,0.47,0.03,91.63,100,65700,Weekday,Medium_Load,71.96
23/03/2018 18:30,70.34,0,0.06,89.02,100,66600,Weekday,Medium_Load,137.41
23/03/2018 18:45,28.94,0,0.03,93.44,100,67500,Weekday,Medium_Load,75.92
23/03/2018 19:00,22.86,0,0.03,92.68,100,68400,Weekday,Medium_Load,56.41
23/03/2018 19:15,27.61,0,0.03,92.84,100,69300,Weekday,Medium_Load,68.98
23/03/2018 19:30,20.7,0,0.03,93.94,100,70200,Weekday,Medium_Load,56.74
23/03/2018 19:45,22.72,0,0.03,94.14,100,71100,Weekday,Medium_Load,63.4
23/03/2018 20:00,21.28,0,0.03,93.93,100,72000,Weekday,Medium_Load,58.28
23/03/2018 20:15,13.86,0,0.02,96.32,100,72900,Weekday,Medium_Load,49.64
23/03/2018 20:30,4,1.04,0.02,99.56,99.97,73800,Weekday,Medium_Load,42.44
23/03/2018 20:45,4.03,0.18,0.02,99.58,100,74700,Weekday,Medium_Load,43.78
23/03/2018 21:00,3.96,0.47,0.02,99.61,99.99,75600,Weekday,Medium_Load,44.6
23/03/2018 21:15,0.97,1.8,0.02,99.97,99.89,76500,Weekday,Medium_Load,37.62
23/03/2018 21:30,1.8,0.22,0.02,99.9,100,77400,Weekday,Medium_Load,39.96
23/03/2018 21:45,0.68,5.18,0.01,99.98,98.76,78300,Weekday,Medium_Load,32.65
23/03/2018 22:00,0,24.34,0,100,29.16,79200,Weekday,Medium_Load,7.42
23/03/2018 22:15,2.48,13.72,0,94.97,48.06,80100,Weekday,Medium_Load,7.52
23/03/2018 22:30,5.76,0,0,65.33,100,81000,Weekday,Medium_Load,4.97
23/03/2018 22:45,5.8,0,0,65.07,100,81900,Weekday,Medium_Load,4.97
23/03/2018 23:00,5.22,0,0,65.29,100,82800,Weekday,Medium_Load,4.5
23/03/2018 23:15,4.46,0,0,65.05,100,83700,Weekday,Light_Load,3.82
23/03/2018 23:30,4.28,0,0,65.5,100,84600,Weekday,Light_Load,3.71
23/03/2018 23:45,4.36,0,0,65.11,100,85500,Weekday,Light_Load,3.74
23/03/2018 00:00,4.36,0,0,64.4,100,0,Weekday,Light_Load,3.67
24/03/2018 00:15,4.32,0,0,64.74,100,900,Weekend,Light_Load,3.67
24/03/2018 00:30,4.32,0,0,65.45,100,1800,Weekend,Light_Load,3.74
24/03/2018 00:45,4.43,0,0,63.49,100,2700,Weekend,Light_Load,3.64
24/03/2018 01:00,4.39,0,0,64.14,100,3600,Weekend,Light_Load,3.67
24/03/2018 01:15,4.32,0,0,65.15,100,4500,Weekend,Light_Load,3.71
24/03/2018 01:30,4.46,0,0,63.54,100,5400,Weekend,Light_Load,3.67
24/03/2018 01:45,4.68,0,0,62.43,100,6300,Weekend,Light_Load,3.74
24/03/2018 02:00,4.68,0,0,62.12,100,7200,Weekend,Light_Load,3.71
24/03/2018 02:15,4.5,0,0,63.61,100,8100,Weekend,Light_Load,3.71
24/03/2018 02:30,4.36,0,0,64.09,100,9000,Weekend,Light_Load,3.64
24/03/2018 02:45,4.93,0,0,66.25,100,9900,Weekend,Light_Load,4.36
24/03/2018 03:00,5.44,0,0,66.08,100,10800,Weekend,Light_Load,4.79
24/03/2018 03:15,4.39,0,0,64.55,100,11700,Weekend,Light_Load,3.71
24/03/2018 03:30,4.28,0,0,65.5,100,12600,Weekend,Light_Load,3.71
24/03/2018 03:45,4.28,0,0,65.09,100,13500,Weekend,Light_Load,3.67
24/03/2018 04:00,4.28,0,0,65.8,100,14400,Weekend,Light_Load,3.74
24/03/2018 04:15,4.25,0,0,65.36,100,15300,Weekend,Light_Load,3.67
24/03/2018 04:30,3.92,0,0,62.4,100,16200,Weekend,Light_Load,3.13
24/03/2018 04:45,4,0,0,61.63,100,17100,Weekend,Light_Load,3.13
24/03/2018 05:00,4.03,0,0,61.34,100,18000,Weekend,Light_Load,3.13
24/03/2018 05:15,3.92,0,0,63.24,100,18900,Weekend,Light_Load,3.2
24/03/2018 05:30,3.92,0,0,62.4,100,19800,Weekend,Light_Load,3.13
24/03/2018 05:45,3.85,0,0,62.72,100,20700,Weekend,Light_Load,3.1
24/03/2018 06:00,3.89,0,0,62.69,100,21600,Weekend,Light_Load,3.13
24/03/2018 06:15,3.92,0,0,62.03,100,22500,Weekend,Light_Load,3.1
24/03/2018 06:30,4.82,0,0,59.84,100,23400,Weekend,Light_Load,3.6
24/03/2018 06:45,4.86,0,0,58.33,100,24300,Weekend,Light_Load,3.49
24/03/2018 07:00,4.1,0,0,62,100,25200,Weekend,Light_Load,3.24
24/03/2018 07:15,4.36,0,0,64.81,100,26100,Weekend,Light_Load,3.71
24/03/2018 07:30,4.39,0,0,59.85,100,27000,Weekend,Light_Load,3.28
24/03/2018 07:45,4.72,0,0,57.07,100,27900,Weekend,Light_Load,3.28
24/03/2018 08:00,4.79,0,0,56.85,100,28800,Weekend,Light_Load,3.31
24/03/2018 08:15,22.03,0,0.01,73.33,100,29700,Weekend,Light_Load,23.76
24/03/2018 08:30,31.39,0,0.02,76.23,100,30600,Weekend,Light_Load,36.97
24/03/2018 08:45,31.03,0,0.02,76.54,100,31500,Weekend,Light_Load,36.9
24/03/2018 09:00,7.38,0.04,0.02,98.2,100,32400,Weekend,Light_Load,38.41
24/03/2018 09:15,1.91,0.72,0.02,99.88,99.98,33300,Weekend,Medium_Load,38.74
24/03/2018 09:30,0.4,3.02,0.02,99.99,99.59,34200,Weekend,Medium_Load,33.16
24/03/2018 09:45,0.18,4.03,0.01,100,99.23,35100,Weekend,Medium_Load,32.29
24/03/2018 10:00,0,4.79,0.01,100,98.88,36000,Weekend,Medium_Load,31.79
24/03/2018 10:15,0.58,3.24,0.02,99.99,99.54,36900,Weekend,Maximum_Load,33.52
24/03/2018 10:30,0.79,2.27,0.02,99.98,99.81,37800,Weekend,Maximum_Load,36.4
24/03/2018 10:45,0.94,2.12,0.02,99.97,99.83,38700,Weekend,Maximum_Load,36.47
24/03/2018 11:00,0.29,4.18,0.01,100,99.19,39600,Weekend,Maximum_Load,32.54
24/03/2018 11:15,12.31,0.32,0.01,93.19,99.99,40500,Weekend,Maximum_Load,31.64
24/03/2018 11:30,14.22,0,0.02,91.71,100,41400,Weekend,Maximum_Load,32.72
24/03/2018 11:45,14.98,0,0.02,91.46,100,42300,Weekend,Maximum_Load,33.88
24/03/2018 12:00,12.46,0,0.01,92.04,100,43200,Weekend,Maximum_Load,29.34
24/03/2018 12:15,0.86,13.75,0,99.09,41.87,44100,Weekend,Medium_Load,6.34
24/03/2018 12:30,0,16.42,0,100,22.43,45000,Weekend,Medium_Load,3.78
24/03/2018 12:45,0,16.2,0,100,22.49,45900,Weekend,Medium_Load,3.74
24/03/2018 13:00,0,16.2,0,100,22.49,46800,Weekend,Medium_Load,3.74
24/03/2018 13:15,0.11,10.98,0.01,100,83,47700,Weekend,Maximum_Load,16.34
24/03/2018 13:30,0.86,2.38,0.02,99.97,99.74,48600,Weekend,Maximum_Load,33.08
24/03/2018 13:45,0.94,2.66,0.01,99.96,99.66,49500,Weekend,Maximum_Load,32.29
24/03/2018 14:00,1.55,1.69,0.02,99.9,99.88,50400,Weekend,Maximum_Load,34.34
24/03/2018 14:15,2.7,0.4,0.02,99.73,99.99,51300,Weekend,Maximum_Load,36.4
24/03/2018 14:30,1.69,1.44,0.02,99.87,99.91,52200,Weekend,Maximum_Load,33.19
24/03/2018 14:45,2.34,0.25,0.02,99.79,100,53100,Weekend,Maximum_Load,36.07
24/03/2018 15:00,1.8,1.55,0.02,99.86,99.9,54000,Weekend,Maximum_Load,33.84
24/03/2018 15:15,1.37,1.51,0.02,99.93,99.91,54900,Weekend,Maximum_Load,35.86
24/03/2018 15:30,2.63,0.04,0.02,99.78,100,55800,Weekend,Maximum_Load,39.24
24/03/2018 15:45,0.79,2.59,0.01,99.97,99.68,56700,Weekend,Maximum_Load,32.44
24/03/2018 16:00,2.16,0.68,0.02,99.82,99.98,57600,Weekend,Maximum_Load,36.4
24/03/2018 16:15,2.12,0.43,0.02,99.84,99.99,58500,Weekend,Maximum_Load,36.86
24/03/2018 16:30,1.48,1.33,0.02,99.91,99.93,59400,Weekend,Maximum_Load,34.74
24/03/2018 16:45,1.84,0.94,0.02,99.87,99.97,60300,Weekend,Maximum_Load,35.75
24/03/2018 17:00,1.51,7.67,0.01,99.84,96.2,61200,Weekend,Maximum_Load,27.04
24/03/2018 17:15,0,20.3,0,100,20.17,62100,Weekend,Medium_Load,4.18
24/03/2018 17:30,0,25.7,0,100,16.43,63000,Weekend,Medium_Load,4.28
24/03/2018 17:45,0,25.67,0,100,16.18,63900,Weekend,Medium_Load,4.21
24/03/2018 18:00,0,25.7,0,100,15.9,64800,Weekend,Medium_Load,4.14
24/03/2018 18:15,0,8.42,0,100,42.21,65700,Weekend,Medium_Load,3.92
24/03/2018 18:30,0,7.56,0,100,45.75,66600,Weekend,Medium_Load,3.89
24/03/2018 18:45,0,21.71,0,100,18.12,67500,Weekend,Medium_Load,4
24/03/2018 19:00,0,26.1,0,100,15.52,68400,Weekend,Medium_Load,4.1
24/03/2018 19:15,0,26.17,0,100,19.42,69300,Weekend,Medium_Load,5.18
24/03/2018 19:30,0,26.24,0,100,16.76,70200,Weekend,Medium_Load,4.46
24/03/2018 19:45,0,26.14,0,100,15.5,71100,Weekend,Medium_Load,4.1
24/03/2018 20:00,0,20.05,0,100,18.01,72000,Weekend,Medium_Load,3.67
24/03/2018 20:15,0,17.39,0,100,18.92,72900,Weekend,Medium_Load,3.35
24/03/2018 20:30,0,17.42,0,100,18.88,73800,Weekend,Medium_Load,3.35
24/03/2018 20:45,0,17.46,0,100,18.84,74700,Weekend,Medium_Load,3.35
24/03/2018 21:00,0,17.42,0,100,19.05,75600,Weekend,Medium_Load,3.38
24/03/2018 21:15,0,17.39,0,100,19.08,76500,Weekend,Medium_Load,3.38
24/03/2018 21:30,0,17.39,0,100,18.92,77400,Weekend,Medium_Load,3.35
24/03/2018 21:45,0,17.39,0,100,18.92,78300,Weekend,Medium_Load,3.35
24/03/2018 22:00,0,17.39,0,100,18.92,79200,Weekend,Medium_Load,3.35
24/03/2018 22:15,1.4,9.68,0,92.1,32.35,80100,Weekend,Medium_Load,3.31
24/03/2018 22:30,3.71,0,0,64.12,100,81000,Weekend,Medium_Load,3.1
24/03/2018 22:45,3.64,0,0,64.84,100,81900,Weekend,Medium_Load,3.1
24/03/2018 23:00,4.57,0,0,66.78,100,82800,Weekend,Medium_Load,4.1
24/03/2018 23:15,4.39,0,0,67.35,100,83700,Weekend,Light_Load,4
24/03/2018 23:30,3.46,0,0,68.8,100,84600,Weekend,Light_Load,3.28
24/03/2018 23:45,3.1,0,0,69.78,100,85500,Weekend,Light_Load,3.02
24/03/2018 00:00,3.17,0,0,68.62,100,0,Weekend,Light_Load,2.99
25/03/2018 00:15,3.17,0,0,68.98,100,900,Weekend,Light_Load,3.02
25/03/2018 00:30,3.28,0,0,67.73,100,1800,Weekend,Light_Load,3.02
25/03/2018 00:45,3.24,0,0,69.13,100,2700,Weekend,Light_Load,3.1
25/03/2018 01:00,3.24,0,0,68.18,100,3600,Weekend,Light_Load,3.02
25/03/2018 01:15,3.35,0,0,66.96,100,4500,Weekend,Light_Load,3.02
25/03/2018 01:30,3.42,0,0,67.16,100,5400,Weekend,Light_Load,3.1
25/03/2018 01:45,3.53,0,0,65.5,100,6300,Weekend,Light_Load,3.06
25/03/2018 02:00,3.74,0,0,65.01,100,7200,Weekend,Light_Load,3.2
25/03/2018 02:15,4.28,0,0,64.79,100,8100,Weekend,Light_Load,3.64
25/03/2018 02:30,3.71,0,0,64.12,100,9000,Weekend,Light_Load,3.1
25/03/2018 02:45,3.53,0,0,65.5,100,9900,Weekend,Light_Load,3.06
25/03/2018 03:00,3.53,0,0,65.5,100,10800,Weekend,Light_Load,3.06
25/03/2018 03:15,3.67,0,0,64.89,100,11700,Weekend,Light_Load,3.13
25/03/2018 03:30,3.46,0,0,66.73,100,12600,Weekend,Light_Load,3.1
25/03/2018 03:45,3.92,0,0,64.52,100,13500,Weekend,Light_Load,3.31
25/03/2018 04:00,4.57,0,0,62.62,100,14400,Weekend,Light_Load,3.67
25/03/2018 04:15,3.74,0,0,65.48,100,15300,Weekend,Light_Load,3.24
25/03/2018 04:30,3.53,0,0,66.34,100,16200,Weekend,Light_Load,3.13
25/03/2018 04:45,3.42,0,0,67.16,100,17100,Weekend,Light_Load,3.1
25/03/2018 05:00,3.78,0,0,65.88,100,18000,Weekend,Light_Load,3.31
25/03/2018 05:15,3.89,0,0,66.78,100,18900,Weekend,Light_Load,3.49
25/03/2018 05:30,3.24,0,0,68.66,100,19800,Weekend,Light_Load,3.06
25/03/2018 05:45,3.28,0,0,68.22,100,20700,Weekend,Light_Load,3.06
25/03/2018 06:00,3.17,0,0,69.45,100,21600,Weekend,Light_Load,3.06
25/03/2018 06:15,3.2,0,0,68.27,100,22500,Weekend,Light_Load,2.99
25/03/2018 06:30,3.38,0,0,66.63,100,23400,Weekend,Light_Load,3.02
25/03/2018 06:45,3.46,0,0,65.38,100,24300,Weekend,Light_Load,2.99
25/03/2018 07:00,3.31,0,0,67.4,100,25200,Weekend,Light_Load,3.02
25/03/2018 07:15,3.42,0,0,66.19,100,26100,Weekend,Light_Load,3.02
25/03/2018 07:30,3.42,0,0,65.82,100,27000,Weekend,Light_Load,2.99
25/03/2018 07:45,3.67,0,0,64.04,100,27900,Weekend,Light_Load,3.06
25/03/2018 08:00,3.78,0,0,63.78,100,28800,Weekend,Light_Load,3.13
25/03/2018 08:15,13.68,0,0.01,79.5,100,29700,Weekend,Light_Load,17.93
25/03/2018 08:30,27.79,0,0.02,79.71,100,30600,Weekend,Light_Load,36.68
25/03/2018 08:45,27.72,0,0.02,80.34,100,31500,Weekend,Light_Load,37.4
25/03/2018 09:00,2.99,3.24,0.01,99.58,99.51,32400,Weekend,Light_Load,32.65
25/03/2018 09:15,0.07,3.2,0.02,100,99.61,33300,Weekend,Medium_Load,36.07
25/03/2018 09:30,0.07,3.96,0.02,100,99.37,34200,Weekend,Medium_Load,35.1
25/03/2018 09:45,0.07,6.52,0.01,100,98.03,35100,Weekend,Medium_Load,32.4
25/03/2018 10:00,0.07,3.2,0.02,100,99.61,36000,Weekend,Medium_Load,36.04
25/03/2018 10:15,0.04,4.54,0.02,100,99.12,36900,Weekend,Maximum_Load,34.09
25/03/2018 10:30,0.11,4.39,0.02,100,99.17,37800,Weekend,Maximum_Load,33.88
25/03/2018 10:45,0.07,3.06,0.02,100,99.63,38700,Weekend,Maximum_Load,35.28
25/03/2018 11:00,0.04,6.98,0.01,100,97.63,39600,Weekend,Maximum_Load,31.5
25/03/2018 11:15,9.11,0.5,0.01,95.66,99.99,40500,Weekend,Maximum_Load,29.92
25/03/2018 11:30,10.98,0,0.01,93.88,100,41400,Weekend,Maximum_Load,29.92
25/03/2018 11:45,8.93,0,0.01,95.74,100,42300,Weekend,Maximum_Load,29.59
25/03/2018 12:00,15.34,0,0.02,91.8,100,43200,Weekend,Maximum_Load,35.5
25/03/2018 12:15,0.58,18.97,0,99.69,36.26,44100,Weekend,Medium_Load,7.38
25/03/2018 12:30,0,25.16,0,100,25.73,45000,Weekend,Medium_Load,6.7
25/03/2018 12:45,0,25.06,0,100,24.64,45900,Weekend,Medium_Load,6.37
25/03/2018 13:00,0,24.98,0,100,25.11,46800,Weekend,Medium_Load,6.48
25/03/2018 13:15,0.11,15.84,0.01,100,74.61,47700,Weekend,Maximum_Load,17.75
25/03/2018 13:30,0.29,4.36,0.01,100,99.09,48600,Weekend,Maximum_Load,32.08
25/03/2018 13:45,0.22,4.1,0.01,100,99.21,49500,Weekend,Maximum_Load,32.33
25/03/2018 14:00,0.18,5.29,0.01,100,98.58,50400,Weekend,Maximum_Load,31
25/03/2018 14:15,0.29,4.21,0.01,100,99.15,51300,Weekend,Maximum_Load,32.11
25/03/2018 14:30,0.22,5.04,0.01,100,98.74,52200,Weekend,Maximum_Load,31.39
25/03/2018 14:45,0.14,4.36,0.01,100,99.1,53100,Weekend,Maximum_Load,32.29
25/03/2018 15:00,0.04,5.98,0.01,100,98.19,54000,Weekend,Maximum_Load,31
25/03/2018 15:15,0.07,3.42,0.02,100,99.51,54900,Weekend,Maximum_Load,34.34
25/03/2018 15:30,0.04,4.07,0.02,100,99.27,55800,Weekend,Maximum_Load,33.44
25/03/2018 15:45,0,7.02,0.01,100,97.23,56700,Weekend,Maximum_Load,29.2
25/03/2018 16:00,0.25,4.82,0.01,100,98.87,57600,Weekend,Maximum_Load,31.82
25/03/2018 16:15,0.36,3.38,0.02,99.99,99.5,58500,Weekend,Maximum_Load,33.84
25/03/2018 16:30,0.25,5.04,0.01,100,98.69,59400,Weekend,Maximum_Load,30.89
25/03/2018 16:45,0.29,4.39,0.01,100,99.01,60300,Weekend,Maximum_Load,31.03
25/03/2018 17:00,0.25,11.2,0.01,99.99,89.97,61200,Weekend,Maximum_Load,23.08
25/03/2018 17:15,0,25.2,0,100,19.76,62100,Weekend,Medium_Load,5.08
25/03/2018 17:30,0,25.74,0,100,16.14,63000,Weekend,Medium_Load,4.21
25/03/2018 17:45,0,25.92,0,100,15.62,63900,Weekend,Medium_Load,4.1
25/03/2018 18:00,0,26.03,0,100,15.71,64800,Weekend,Medium_Load,4.14
25/03/2018 18:15,0,8.39,0,100,41.44,65700,Weekend,Medium_Load,3.82
25/03/2018 18:30,0,7.09,0,100,47.43,66600,Weekend,Medium_Load,3.82
25/03/2018 18:45,0,21.6,0,100,18.03,67500,Weekend,Medium_Load,3.96
25/03/2018 19:00,0,26.35,0,100,15.12,68400,Weekend,Medium_Load,4.03
25/03/2018 19:15,0,26.5,0,100,15.29,69300,Weekend,Medium_Load,4.1
25/03/2018 19:30,0,26.46,0,100,15.06,70200,Weekend,Medium_Load,4.03
25/03/2018 19:45,0,26.46,0,100,17.56,71100,Weekend,Medium_Load,4.72
25/03/2018 20:00,0,26.46,0,100,18.57,72000,Weekend,Medium_Load,5
25/03/2018 20:15,0,26.46,0,100,15.2,72900,Weekend,Medium_Load,4.07
25/03/2018 20:30,0,26.53,0,100,15.27,73800,Weekend,Medium_Load,4.1
25/03/2018 20:45,0,26.6,0,100,14.98,74700,Weekend,Medium_Load,4.03
25/03/2018 21:00,0,23.76,0,100,16,75600,Weekend,Medium_Load,3.85
25/03/2018 21:15,0,17.42,0,100,18.88,76500,Weekend,Medium_Load,3.35
25/03/2018 21:30,0,17.5,0,100,18.96,77400,Weekend,Medium_Load,3.38
25/03/2018 21:45,0,17.46,0,100,19.44,78300,Weekend,Medium_Load,3.46
25/03/2018 22:00,0,17.5,0,100,18.8,79200,Weekend,Medium_Load,3.35
25/03/2018 22:15,1.4,9.79,0,91.97,31.77,80100,Weekend,Medium_Load,3.28
25/03/2018 22:30,3.82,0,0,63.38,100,81000,Weekend,Medium_Load,3.13
25/03/2018 22:45,3.78,0,0,63.78,100,81900,Weekend,Medium_Load,3.13
25/03/2018 23:00,3.64,0,0,65.2,100,82800,Weekend,Medium_Load,3.13
25/03/2018 23:15,3.35,0,0,67.92,100,83700,Weekend,Light_Load,3.1
25/03/2018 23:30,3.28,0,0,67.73,100,84600,Weekend,Light_Load,3.02
25/03/2018 23:45,4.5,0,0,68.92,100,85500,Weekend,Light_Load,4.28
25/03/2018 00:00,4.68,0,0,64.21,100,0,Weekend,Light_Load,3.92
26/03/2018 00:15,3.53,0,0,66.34,100,900,Weekday,Light_Load,3.13
26/03/2018 00:30,3.53,0,0,65.99,100,1800,Weekday,Light_Load,3.1
26/03/2018 00:45,3.56,0,0,66.03,100,2700,Weekday,Light_Load,3.13
26/03/2018 01:00,3.67,0,0,64.53,100,3600,Weekday,Light_Load,3.1
26/03/2018 01:15,3.71,0,0,64.48,100,4500,Weekday,Light_Load,3.13
26/03/2018 01:30,3.6,0,0,65.25,100,5400,Weekday,Light_Load,3.1
26/03/2018 01:45,3.64,0,0,65.2,100,6300,Weekday,Light_Load,3.13
26/03/2018 02:00,3.46,0,0,66.25,100,7200,Weekday,Light_Load,3.06
26/03/2018 02:15,3.64,0,0,64.84,100,8100,Weekday,Light_Load,3.1
26/03/2018 02:30,3.78,0,0,63.78,100,9000,Weekday,Light_Load,3.13
26/03/2018 02:45,3.67,0,0,66.18,100,9900,Weekday,Light_Load,3.24
26/03/2018 03:00,3.96,0,0,68.37,100,10800,Weekday,Light_Load,3.71
26/03/2018 03:15,3.6,0,0,65.25,100,11700,Weekday,Light_Load,3.1
26/03/2018 03:30,3.6,0,0,65.25,100,12600,Weekday,Light_Load,3.1
26/03/2018 03:45,3.53,0,0,65.99,100,13500,Weekday,Light_Load,3.1
26/03/2018 04:00,3.85,0,0,65.19,100,14400,Weekday,Light_Load,3.31
26/03/2018 04:15,4.72,0,0,61.8,100,15300,Weekday,Light_Load,3.71
26/03/2018 04:30,4.21,0,0,63.05,100,16200,Weekday,Light_Load,3.42
26/03/2018 04:45,3.53,0,0,65.99,100,17100,Weekday,Light_Load,3.1
26/03/2018 05:00,3.49,0,0,66.41,100,18000,Weekday,Light_Load,3.1
26/03/2018 05:15,3.49,0,0,66.77,100,18900,Weekday,Light_Load,3.13
26/03/2018 05:30,3.42,0,0,67.16,100,19800,Weekday,Light_Load,3.1
26/03/2018 05:45,3.42,0,0,67.16,100,20700,Weekday,Light_Load,3.1
26/03/2018 06:00,3.49,0,0,66.41,100,21600,Weekday,Light_Load,3.1
26/03/2018 06:15,4.18,0,0,64.09,100,22500,Weekday,Light_Load,3.49
26/03/2018 06:30,3.42,0,0,67.16,100,23400,Weekday,Light_Load,3.1
26/03/2018 06:45,3.35,0,0,67.44,100,24300,Weekday,Light_Load,3.06
26/03/2018 07:00,3.67,0,0,64.04,100,25200,Weekday,Light_Load,3.06
26/03/2018 07:15,3.74,0,0,67.05,100,26100,Weekday,Light_Load,3.38
26/03/2018 07:30,3.56,0,0,73.16,100,27000,Weekday,Light_Load,3.82
26/03/2018 07:45,3.64,0,0,72.66,100,27900,Weekday,Light_Load,3.85
26/03/2018 08:00,4.86,0,0,72.26,100,28800,Weekday,Light_Load,5.08
26/03/2018 08:15,19.12,0,0.01,79.95,100,29700,Weekday,Light_Load,25.45
26/03/2018 08:30,43.7,0,0.02,77.88,100,30600,Weekday,Light_Load,54.25
26/03/2018 08:45,47.99,0,0.03,79.8,100,31500,Weekday,Light_Load,63.54
26/03/2018 09:00,15.55,0,0.03,96.2,100,32400,Weekday,Light_Load,54.79
26/03/2018 09:15,22.03,0,0.04,96.96,100,33300,Weekday,Medium_Load,87.23
26/03/2018 09:30,23.11,0,0.05,97.39,100,34200,Weekday,Medium_Load,99.25
26/03/2018 09:45,21.35,0,0.04,97.31,100,35100,Weekday,Medium_Load,90.18
26/03/2018 10:00,17.82,0,0.03,97.22,100,36000,Weekday,Medium_Load,74.05
26/03/2018 10:15,11.59,0.65,0.02,97.76,99.99,36900,Weekday,Maximum_Load,53.86
26/03/2018 10:30,2.41,1.48,0.02,99.81,99.93,37800,Weekday,Maximum_Load,38.88
26/03/2018 10:45,12.92,0.83,0.03,97.35,99.99,38700,Weekday,Maximum_Load,55.04
26/03/2018 11:00,2.38,1.3,0.02,99.79,99.94,39600,Weekday,Maximum_Load,36.65
26/03/2018 11:15,14.18,0.11,0.02,93.08,100,40500,Weekday,Maximum_Load,36.11
26/03/2018 11:30,15.59,0,0.02,91.71,100,41400,Weekday,Maximum_Load,35.86
26/03/2018 11:45,16.49,0,0.02,91.31,100,42300,Weekday,Maximum_Load,36.94
26/03/2018 12:00,18.25,0,0.02,91.45,100,43200,Weekday,Maximum_Load,41.26
26/03/2018 12:15,1.08,18.86,0,99.41,46.48,44100,Weekday,Medium_Load,9.9
26/03/2018 12:30,0,26.03,0,100,19.92,45000,Weekday,Medium_Load,5.29
26/03/2018 12:45,0,19.4,0,100,23.78,45900,Weekday,Medium_Load,4.75
